utterance,paraphrase,list_of_slots,intent
What's the weather like at  Nationaal park Bạch Mã,What is the weather like in Bêch Mã National Park?,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,How is the weather in the Bêch Mã National Park?,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,What is the weather like in the Bêch Mã National Park,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,What is the weather like in Bêch Mã National Park,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,How is the weather in the Bêch Mã National Park,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,How is the weather in Bêch Mã National Park?,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,How is the weather in the National Park Bêch Mã,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,What is the weather in the Bêch Mã National Park?,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
What's the weather like at  Nationaal park Bạch Mã,What is the weather like in the National Park Bêch Mã,['Nationaal park Bạch Mã || geographic_poi'],GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it get hotter in Hungary on February 16?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it get hotter in Hungary on February 16th?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it get hotter in Hungary on 16 February?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it be hotter in Hungary on February 16?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it be hotter in Hungary on February 16th?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will Hungary get hotter on February 16?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it be hotter in Hungary on 16 February?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Will it get hotter on February 16 in Hungary?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Is it getting hotter in Hungary on February 16?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
Will it be  hotter  in  Hungary  on  February the 16th ?,Is it hotter in Hungary on February 16?,"['hotter || condition_temperature', 'Hungary || country', 'February the 16th || timeRange']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather be like in the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather in the Virgin Islands be like at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What's the weather going to be like in the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,How will the weather in the Virgin Islands be at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather be like in the Virgin Islands at six o'clock in the morning?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather be like in the Virgin Islands at 6 o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,How will the weather be in the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather be like in the Virgin Islands at 6am?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What will the weather be like on the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
What will the weather be at  six o'clock  in the  Virgin Islands ?,What is the weather going to be like in the Virgin Islands at six o'clock?,"[""six o'clock || timeRange"", 'Virgin Islands || state']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather in RI get hotter in a year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the Weather Be Hotter in RI in a Year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather get hotter in RI in a year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather in RI be hotter in a year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather in RI get hotter a year from now?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather get hotter in a year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather in RI get hotter in a year's time?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the Weather in RI Be Hotter in a Year?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather get hotter in RI a year from now?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
is the weather going to be  hotter  in  RI   in one year,Will the weather get hotter in a year's time?,"['hotter || condition_temperature', 'RI || state', 'in one year || timeRange']",GetWeather
What is the weather in  Weidman  will it be  warm,How does it get warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How will it get warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How is it getting warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How is it going to get warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How will it be warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How will it warm up in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How does it warm up in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How's it going to get warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How is it going to warm up in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
What is the weather in  Weidman  will it be  warm,How is it going to be warm in Weidman?,"['Weidman || city', 'warm || condition_temperature']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it be in Tajikistan around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it get in Tajikistan around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it be in Tajikistan around the 11th of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it be around the eleventh of October in Tajikistan?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold is it in Tajikistan around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it be in Tajikistan around October 11th?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold does Tajikistan get around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will Tajikistan be around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold does it get in Tajikistan around the eleventh of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
How  cold  will it get in  Tajikistan  around  oct. eleventh ?,How cold will it get in Tajikistan around the 11th of October?,"['cold || condition_temperature', 'Tajikistan || country', 'oct. eleventh || timeRange']",GetWeather
What is the weather forecast  here,What is the weather forecast here?,['here || current_location'],GetWeather
What is the weather forecast  here,What does the weather forecast look like here?,['here || current_location'],GetWeather
What is the weather forecast  here,What's the weather forecast here?,['here || current_location'],GetWeather
What is the weather forecast  here,What is the weather forecast for here?,['here || current_location'],GetWeather
What is the weather forecast  here,What is the weather forecast like here?,['here || current_location'],GetWeather
What is the weather forecast  here,What's the weather forecast like here?,['here || current_location'],GetWeather
What is the weather forecast  here,How does the weather forecast look like here?,['here || current_location'],GetWeather
What is the weather forecast  here,How is the weather forecast here?,['here || current_location'],GetWeather
What is the weather forecast  here,How does the weather forecast look here?,['here || current_location'],GetWeather
What is the weather forecast  here,What's the weather forecast for here?,['here || current_location'],GetWeather
